===== XTB STOCK ANALYSIS DATABASE =====
Generated on: 2025-03-02 22:59:25
FORMAT: TICKER | PRICE | SIGMA | RECOMMENDATION
HUMA.US | $339.00 | 0.43706 | HOLD - Moderate Sigma with mixed signals
ERII.US_9 | $1494.00 | 0.44508 | HOLD - Moderate Sigma with mixed signals
ETFBM40TR.PL | $10530.00 | 0.59060 | HOLD - Moderate Sigma with mixed signals
AEME.FR_5 | $689800.00 | 0.40910 | HOLD - Moderate Sigma with mixed signals
GBPMXN | $258497.00 | 0.49367 | HOLD - Moderate Sigma with mixed signals
NNOX.US_4 | $619.00 | 0.34247 | SELL - Low Sigma suggests limited profit potential
JER5.DE | $1062701.00 | 0.47102 | HOLD - Moderate Sigma with mixed signals
GOAI.DE | $10434.00 | 0.23893 | SELL - Low Sigma suggests limited profit potential
WPC.US | $6399.00 | 0.57206 | HOLD - Moderate Sigma with mixed signals
SIGA.US_9 | $547.00 | 0.22804 | SELL - Low Sigma suggests limited profit potential
NFG.US_4 | $7505.00 | 0.50740 | HOLD - Moderate Sigma with mixed signals
VFC.US_9 | $2489.00 | 0.56511 | HOLD - Moderate Sigma with mixed signals
CRAYN.NO | $11530.00 | 0.46142 | HOLD - Moderate Sigma with mixed signals
GRG.UK_9 | $2096.00 | 0.21906 | SELL - Low Sigma suggests limited profit potential
SGSN.CH_4 | $9206.00 | 0.50303 | HOLD - Moderate Sigma with mixed signals
STM.US_4 | $2467.00 | 0.56262 | HOLD - Moderate Sigma with mixed signals
SIE.DE_9 | $22030.00 | 0.49341 | HOLD - Moderate Sigma with mixed signals
XDWS.DE | $48190.00 | 0.56643 | HOLD - Moderate Sigma with mixed signals
EUNI.DE | $79360.00 | 0.21635 | SELL - Low Sigma suggests limited profit potential
GLE.FR_4 | $39111.00 | 0.77022 | BUY - Good Sigma with positive technical indicators
VBTC.DE | $428980.00 | 0.30270 | SELL - Low Sigma suggests limited profit potential
EN.FR_4 | $33000.00 | 0.63966 | BUY - Good Sigma with positive technical indicators
ADM.US_4 | $4710.00 | 0.35504 | SELL - Low Sigma suggests limited profit potential
RUI.FR_9 | $2646.00 | 0.65505 | BUY - Good Sigma with positive technical indicators
MC.FR_9 | $69060.00 | 0.48949 | HOLD - Moderate Sigma with mixed signals
PAG.UK_9 | $7565.00 | 0.38530 | SELL - Low Sigma suggests limited profit potential
USDINR | $87672.00 | 0.37250 | SELL - Low Sigma suggests limited profit potential
VBK.DE_4 | $8851.00 | 0.31193 | SELL - Low Sigma suggests limited profit potential
GDRX.US_9 | $500.00 | 0.61703 | BUY - Good Sigma with positive technical indicators
CP.US_9 | $7787.00 | 0.56360 | HOLD - Moderate Sigma with mixed signals
PD.US | $1771.00 | 0.34635 | SELL - Low Sigma suggests limited profit potential
IS04.DE | $32661.00 | 0.49585 | HOLD - Moderate Sigma with mixed signals
LYB.US_4 | $7667.00 | 0.41387 | HOLD - Moderate Sigma with mixed signals
PDCO.US_9 | $3114.00 | 0.63771 | BUY - Good Sigma with positive technical indicators
AVY.US_4 | $18764.00 | 0.45396 | HOLD - Moderate Sigma with mixed signals
1COV.DE_9 | $584400.00 | 0.62806 | BUY - Good Sigma with positive technical indicators
GLD.US_5 | $26296.00 | 0.38426 | SELL - Low Sigma suggests limited profit potential
VFF.US | $6935.00 | 0.39676 | SELL - Low Sigma suggests limited profit potential
CEY.UK_4 | $14540.00 | 0.31294 | SELL - Low Sigma suggests limited profit potential
LOCAL.FR_9 | $2210.00 | 0.69240 | BUY - Good Sigma with positive technical indicators
ROG.US | $7967.00 | 0.19822 | STRONG SELL - Very low Sigma indicates poor trading conditions
DE.US_4 | $47938.00 | 0.52524 | HOLD - Moderate Sigma with mixed signals
CGCBV.FI_4 | $4620.00 | 0.30066 | SELL - Low Sigma suggests limited profit potential
LSG.NO_9 | $5270.00 | 0.35248 | SELL - Low Sigma suggests limited profit potential
SYBZ.DE | $241120.00 | 0.29504 | SELL - Low Sigma suggests limited profit potential
KYBER | $4183.00 | 0.50925 | HOLD - Moderate Sigma with mixed signals
TKTT.FR_4 | $1587.00 | 0.88903 | STRONG BUY - High Sigma indicates significant trading opportunity with multiple confirming signals
MVC.ES_4 | $9840.00 | 0.75069 | BUY - Good Sigma with positive technical indicators
INO.US_9 | $196.00 | 0.38278 | SELL - Low Sigma suggests limited profit potential
ILMN.US_4 | $8848.00 | 0.41193 | HOLD - Moderate Sigma with mixed signals
CEB9.DE | $27920.00 | 0.26802 | SELL - Low Sigma suggests limited profit potential
BBOX.UK_9 | $14690.00 | 0.67776 | BUY - Good Sigma with positive technical indicators
LPX.US_4 | $9935.00 | 0.38721 | SELL - Low Sigma suggests limited profit potential
HFD.UK_4 | $1244.00 | 0.30531 | SELL - Low Sigma suggests limited profit potential
IFFF.UK_5 | $438000.00 | 0.38992 | SELL - Low Sigma suggests limited profit potential
SAFE.UK_4 | $6040.00 | 0.41911 | HOLD - Moderate Sigma with mixed signals
COHR.US_9 | $7471.00 | 0.30064 | SELL - Low Sigma suggests limited profit potential
VSAT.US_4 | $871.00 | 0.39432 | SELL - Low Sigma suggests limited profit potential
CHNComp | $6185.00 | 0.49541 | HOLD - Moderate Sigma with mixed signals
THC.US_9 | $12603.00 | 0.34633 | SELL - Low Sigma suggests limited profit potential
IROB.DE | $21780.00 | 0.20949 | SELL - Low Sigma suggests limited profit potential
PUIG.ES | $17965.00 | 0.48553 | HOLD - Moderate Sigma with mixed signals
SHY.US_5 | $8247.00 | 0.49301 | HOLD - Moderate Sigma with mixed signals
PNDORA.DK_9 | $125700.00 | 0.27057 | SELL - Low Sigma suggests limited profit potential
ALV.US_4 | $9692.00 | 0.51377 | HOLD - Moderate Sigma with mixed signals
NTGY.ES_4 | $2490.00 | 0.57744 | HOLD - Moderate Sigma with mixed signals
AO.UK_9 | $9830.00 | 0.40904 | HOLD - Moderate Sigma with mixed signals
SMWH.UK_9 | $11580.00 | 0.24479 | SELL - Low Sigma suggests limited profit potential
WBD.US_9 | $1146.00 | 0.65961 | BUY - Good Sigma with positive technical indicators
BHP.UK_4 | $19370.00 | 0.20245 | SELL - Low Sigma suggests limited profit potential
LYTR.DE | $24550.00 | 0.44940 | HOLD - Moderate Sigma with mixed signals
CCAU.UK | $20830.00 | 0.21105 | SELL - Low Sigma suggests limited profit potential
GFI.US_9 | $1793.00 | 0.61047 | BUY - Good Sigma with positive technical indicators
LGEN.UK_9 | $24480.00 | 0.58936 | HOLD - Moderate Sigma with mixed signals
EQEU.DE | $36355.00 | 0.23836 | SELL - Low Sigma suggests limited profit potential
XDDX.DE | $14722.00 | 0.51999 | HOLD - Moderate Sigma with mixed signals
KKR.US_9 | $13540.00 | 0.41620 | HOLD - Moderate Sigma with mixed signals
VUSA.UK_9 | $878650.00 | 0.37056 | SELL - Low Sigma suggests limited profit potential
PR.US_9 | $1409.00 | 0.27679 | SELL - Low Sigma suggests limited profit potential
V80A.DE | $37045.00 | 0.31851 | SELL - Low Sigma suggests limited profit potential
NOV.US_9 | $1491.00 | 0.37688 | SELL - Low Sigma suggests limited profit potential
VWS.DK_9 | $10140.00 | 0.48256 | HOLD - Moderate Sigma with mixed signals
JUP.UK_4 | $7290.00 | 0.40948 | HOLD - Moderate Sigma with mixed signals
SDY.UK | $1900.00 | 0.58656 | HOLD - Moderate Sigma with mixed signals
ELI.BE_9 | $6500.00 | 0.30134 | SELL - Low Sigma suggests limited profit potential
TDG.US_9 | $136360.00 | 0.51973 | HOLD - Moderate Sigma with mixed signals
RDSA.NL_4 | $32121.00 | 0.40832 | HOLD - Moderate Sigma with mixed signals
DPZ.US_4 | $48718.00 | 0.50413 | HOLD - Moderate Sigma with mixed signals
CPA.US_4 | $9245.00 | 0.44674 | HOLD - Moderate Sigma with mixed signals
BDX.US_4 | $22503.00 | 0.27372 | SELL - Low Sigma suggests limited profit potential
XEOD.DE | $1266201.00 | 0.16912 | STRONG SELL - Very low Sigma indicates poor trading conditions
BA.UK_4 | $14068.00 | 0.72870 | BUY - Good Sigma with positive technical indicators
SAVE.US_4 | $105.00 | 0.33291 | SELL - Low Sigma suggests limited profit potential
RJF.ES | $2610.00 | 0.59389 | HOLD - Moderate Sigma with mixed signals
TEP.FR_9 | $9222.00 | 0.66040 | BUY - Good Sigma with positive technical indicators
UET0.DE | $148780.00 | 0.41619 | HOLD - Moderate Sigma with mixed signals
TYRES.FI_4 | $6266.00 | 0.37702 | SELL - Low Sigma suggests limited profit potential
ELMRA.NO | $3225.00 | 0.41022 | HOLD - Moderate Sigma with mixed signals
KFY.US_9 | $6534.00 | 0.23265 | SELL - Low Sigma suggests limited profit potential
IDR.ES_9 | $21000.00 | 0.78453 | BUY - Good Sigma with positive technical indicators
HL.US_9 | $513.00 | 0.52522 | HOLD - Moderate Sigma with mixed signals
RCKT.US_4 | $943.00 | 0.35644 | SELL - Low Sigma suggests limited profit potential
XMAW.DE | $40890.00 | 0.18884 | STRONG SELL - Very low Sigma indicates poor trading conditions
ALGM.US_9 | $2231.00 | 0.39914 | SELL - Low Sigma suggests limited profit potential
ADP.US_4 | $31460.00 | 0.59993 | HOLD - Moderate Sigma with mixed signals
BFB.US_9 | $3314.00 | 0.52067 | HOLD - Moderate Sigma with mixed signals
GBPJPY | $190181.00 | 0.20199 | SELL - Low Sigma suggests limited profit potential
VET.US_9 | $849.00 | 0.31563 | SELL - Low Sigma suggests limited profit potential
AME.US_4 | $18885.00 | 0.58319 | HOLD - Moderate Sigma with mixed signals
SPY4.DE_9 | $90790.00 | 0.16391 | STRONG SELL - Very low Sigma indicates poor trading conditions
TEMN.CH_9 | $7390.00 | 0.43613 | HOLD - Moderate Sigma with mixed signals
CB.US_9 | $28498.00 | 0.52922 | HOLD - Moderate Sigma with mixed signals
GLGG.UK | $14070.00 | 0.19441 | STRONG SELL - Very low Sigma indicates poor trading conditions
FIGS.US | $455.00 | 0.34137 | SELL - Low Sigma suggests limited profit potential
T.US_4 | $2738.00 | 0.70011 | BUY - Good Sigma with positive technical indicators
1SXP.DE | $2432.00 | 0.49447 | HOLD - Moderate Sigma with mixed signals
GAS.ES_9 | $2494.00 | 0.49400 | HOLD - Moderate Sigma with mixed signals
LH.US_9 | $25102.00 | 0.47193 | HOLD - Moderate Sigma with mixed signals
BRZE.US | $3697.00 | 0.31396 | SELL - Low Sigma suggests limited profit potential
IVOA.DE | $55120.00 | 0.47911 | HOLD - Moderate Sigma with mixed signals
RACE.US_9 | $46296.00 | 0.63791 | BUY - Good Sigma with positive technical indicators
LKQ.US_4 | $4209.00 | 0.52322 | HOLD - Moderate Sigma with mixed signals
HLX.US | $861.00 | 0.52138 | HOLD - Moderate Sigma with mixed signals
IUS5.DE_9 | $1488900.00 | 0.39276 | SELL - Low Sigma suggests limited profit potential
MOCORP.FI_9 | $10620.00 | 0.73369 | BUY - Good Sigma with positive technical indicators
XD9U.UK | $1714100.00 | 0.24137 | SELL - Low Sigma suggests limited profit potential
GPC.US_4 | $12466.00 | 0.60969 | BUY - Good Sigma with positive technical indicators
BA.UK_9 | $14090.00 | 0.72162 | BUY - Good Sigma with positive technical indicators
ABI.BE_4 | $57630.00 | 0.77756 | BUY - Good Sigma with positive technical indicators
PPL.US_4 | $3517.00 | 0.55407 | HOLD - Moderate Sigma with mixed signals
RS1.UK_9 | $6110.00 | 0.17799 | STRONG SELL - Very low Sigma indicates poor trading conditions
AGS.BE_4 | $5242.00 | 0.45798 | HOLD - Moderate Sigma with mixed signals
DNO.NO_4 | $12350.00 | 0.53620 | HOLD - Moderate Sigma with mixed signals
WELW.DE | $11190.00 | 0.47989 | HOLD - Moderate Sigma with mixed signals
HUM.US_9 | $27048.00 | 0.37964 | SELL - Low Sigma suggests limited profit potential
DAPP.UK | $8196.00 | 0.43081 | HOLD - Moderate Sigma with mixed signals
18M2.DE | $17056.00 | 0.45176 | HOLD - Moderate Sigma with mixed signals
TWLO.US_9 | $11955.00 | 0.56211 | HOLD - Moderate Sigma with mixed signals
EMGA.UK | $49065.00 | 0.20758 | SELL - Low Sigma suggests limited profit potential
TUP.US_9 | $4800.00 | 0.28393 | SELL - Low Sigma suggests limited profit potential
CBRE.US_4 | $14164.00 | 0.43268 | HOLD - Moderate Sigma with mixed signals
ETFBSPXPL.PL | $10134.00 | 0.21376 | SELL - Low Sigma suggests limited profit potential
SSPG.UK_4 | $16540.00 | 0.25815 | SELL - Low Sigma suggests limited profit potential
SYBA.DE | $552460.00 | 0.32813 | SELL - Low Sigma suggests limited profit potential
WULF.US | $418.00 | 0.35953 | SELL - Low Sigma suggests limited profit potential
MODR.DE | $60350.00 | 0.37622 | SELL - Low Sigma suggests limited profit potential
VPK.NL_4 | $4063.00 | 0.27257 | SELL - Low Sigma suggests limited profit potential
SLVM.US_9 | $7090.00 | 0.26437 | SELL - Low Sigma suggests limited profit potential
WBA.US_9 | $1067.00 | 0.72338 | BUY - Good Sigma with positive technical indicators
PIN.US | $2320.00 | 0.19325 | STRONG SELL - Very low Sigma indicates poor trading conditions
COG.US_4 | $2693.00 | 0.33089 | SELL - Low Sigma suggests limited profit potential
PRGS.US_9 | $5456.00 | 0.25208 | SELL - Low Sigma suggests limited profit potential
IOT.US_9 | $4773.00 | 0.32478 | SELL - Low Sigma suggests limited profit potential
CCEP.US_9 | $8625.00 | 0.65326 | BUY - Good Sigma with positive technical indicators
BONEX.SE | $38560.00 | 0.74729 | BUY - Good Sigma with positive technical indicators
WTEM.DE | $39615.00 | 0.33893 | SELL - Low Sigma suggests limited profit potential
ZPR6.DE | $294800.00 | 0.55426 | HOLD - Moderate Sigma with mixed signals
FUBO.US_9 | $30500.00 | 0.40988 | HOLD - Moderate Sigma with mixed signals
XP.US_9 | $1416.00 | 0.58041 | HOLD - Moderate Sigma with mixed signals
GDDY.US_9 | $17891.00 | 0.32916 | SELL - Low Sigma suggests limited profit potential
XDWD.UK | $11980.00 | 0.40802 | HOLD - Moderate Sigma with mixed signals
DX.US_9 | $1404.00 | 0.62821 | BUY - Good Sigma with positive technical indicators
TSM.US_4 | $18007.00 | 0.29776 | SELL - Low Sigma suggests limited profit potential
CTT.PT_9 | $6820.00 | 0.60839 | BUY - Good Sigma with positive technical indicators
JBLU.US_4 | $650.00 | 0.39607 | SELL - Low Sigma suggests limited profit potential
KGF.UK_4 | $24700.00 | 0.41469 | HOLD - Moderate Sigma with mixed signals
SNA.US_4 | $34027.00 | 0.30820 | SELL - Low Sigma suggests limited profit potential
COFA.FR_4 | $16350.00 | 0.56203 | HOLD - Moderate Sigma with mixed signals
TEL.US_9 | $15398.00 | 0.51320 | HOLD - Moderate Sigma with mixed signals
CVC.NL | $22030.00 | 0.48148 | HOLD - Moderate Sigma with mixed signals
ETH.IT_9 | $8460.00 | 0.30113 | SELL - Low Sigma suggests limited profit potential
NTES.US_9 | $9933.00 | 0.48091 | HOLD - Moderate Sigma with mixed signals
LI.FR_4 | $3055.00 | 0.67425 | BUY - Good Sigma with positive technical indicators
GALA | $2180.00 | 0.41355 | HOLD - Moderate Sigma with mixed signals
WDFC.US_9 | $23744.00 | 0.35238 | SELL - Low Sigma suggests limited profit potential
CTAS.US_9 | $20736.00 | 0.62178 | BUY - Good Sigma with positive technical indicators
MMS.US_4 | $6501.00 | 0.22493 | SELL - Low Sigma suggests limited profit potential
ARW.US_4 | $10778.00 | 0.35788 | SELL - Low Sigma suggests limited profit potential
LLY.DE | $86380.00 | 0.55395 | HOLD - Moderate Sigma with mixed signals
BRKB.US_4 | $51298.00 | 0.54663 | HOLD - Moderate Sigma with mixed signals
RGNX.US_4 | $653.00 | 0.30211 | SELL - Low Sigma suggests limited profit potential
QDIV.UK | $517200.00 | 0.40319 | HOLD - Moderate Sigma with mixed signals
UBUD.DE | $21900.00 | 0.43847 | HOLD - Moderate Sigma with mixed signals
SXEPEX.DE | $36195.00 | 0.42575 | HOLD - Moderate Sigma with mixed signals
SU.FR_4 | $23215.00 | 0.33390 | SELL - Low Sigma suggests limited profit potential
IUMO.UK | $151700.00 | 0.36255 | SELL - Low Sigma suggests limited profit potential
NIO.US_9 | $462.00 | 0.68731 | BUY - Good Sigma with positive technical indicators
DTE.DE_9 | $34750.00 | 0.64499 | BUY - Good Sigma with positive technical indicators
STRL.US | $12697.00 | 0.39620 | SELL - Low Sigma suggests limited profit potential
STLA.US_4 | $1270.00 | 0.54391 | HOLD - Moderate Sigma with mixed signals
ZURN.CH_4 | $59270.00 | 0.62298 | BUY - Good Sigma with positive technical indicators
ORP.FR_9 | $109900.00 | 0.66108 | BUY - Good Sigma with positive technical indicators
AQB.US | $6699.00 | 0.41095 | HOLD - Moderate Sigma with mixed signals
III.UK_9 | $39650.00 | 0.43532 | HOLD - Moderate Sigma with mixed signals
XDPU.DE | $107960.00 | 0.22080 | SELL - Low Sigma suggests limited profit potential
TGI.US_9 | $2531.00 | 0.79150 | BUY - Good Sigma with positive technical indicators
CAN.US | $130.00 | 0.31216 | SELL - Low Sigma suggests limited profit potential
TRV.US_4 | $25785.00 | 0.65814 | BUY - Good Sigma with positive technical indicators
S0LR.DE | $16376.00 | 0.43293 | HOLD - Moderate Sigma with mixed signals
DB.US | $2148.00 | 0.69193 | BUY - Good Sigma with positive technical indicators
MSE.FR | $59020.00 | 0.72116 | BUY - Good Sigma with positive technical indicators
HLN.UK_9 | $39550.00 | 0.44694 | HOLD - Moderate Sigma with mixed signals
MXUK.DE | $39590.00 | 0.44542 | HOLD - Moderate Sigma with mixed signals
BOL.SE_9 | $37660.00 | 0.50742 | HOLD - Moderate Sigma with mixed signals
CVS.US_4 | $6556.00 | 0.77132 | BUY - Good Sigma with positive technical indicators
SBS.US | $1605.00 | 0.44820 | HOLD - Moderate Sigma with mixed signals
CEG.US_4 | $24995.00 | 0.31665 | SELL - Low Sigma suggests limited profit potential
TSE.US_4 | $492.00 | 0.66235 | BUY - Good Sigma with positive technical indicators
TSCO.UK_4 | $37820.00 | 0.37774 | SELL - Low Sigma suggests limited profit potential
SVT.UK_9 | $25060.00 | 0.34208 | SELL - Low Sigma suggests limited profit potential
PTCT.US | $5472.00 | 0.64362 | BUY - Good Sigma with positive technical indicators
QD.US | $277.00 | 0.51069 | HOLD - Moderate Sigma with mixed signals
KLAC.US_9 | $70549.00 | 0.44450 | HOLD - Moderate Sigma with mixed signals
DLTR.US_4 | $7268.00 | 0.45384 | HOLD - Moderate Sigma with mixed signals
CBG.UK_9 | $3204.00 | 0.64531 | BUY - Good Sigma with positive technical indicators
CCL.UK_9 | $16655.00 | 0.25994 | SELL - Low Sigma suggests limited profit potential
TRI.FR_4 | $13270.00 | 0.53222 | HOLD - Moderate Sigma with mixed signals
RACE.IT_4 | $44830.00 | 0.51141 | HOLD - Moderate Sigma with mixed signals
UHS.US_4 | $17477.00 | 0.46121 | HOLD - Moderate Sigma with mixed signals
CVNA.US_9 | $23312.00 | 0.47115 | HOLD - Moderate Sigma with mixed signals
ITRK.UK_9 | $5155.00 | 0.58041 | HOLD - Moderate Sigma with mixed signals
LUMI.SE_9 | $8580.00 | 0.29943 | SELL - Low Sigma suggests limited profit potential
IEEM.DE_5 | $40947.00 | 0.37263 | SELL - Low Sigma suggests limited profit potential
TDVOX.SE | $6380.00 | 0.48325 | HOLD - Moderate Sigma with mixed signals
S.US_9 | $2062.00 | 0.31297 | SELL - Low Sigma suggests limited profit potential
MAA.US_9 | $16739.00 | 0.66723 | BUY - Good Sigma with positive technical indicators
FHI.US_9 | $3872.00 | 0.28876 | SELL - Low Sigma suggests limited profit potential
DIA.ES_9 | $182000.00 | 0.55800 | HOLD - Moderate Sigma with mixed signals
EVO.SE_9 | $82280.00 | 0.28974 | SELL - Low Sigma suggests limited profit potential
SBE.US | $6600.00 | 0.39586 | SELL - Low Sigma suggests limited profit potential
PCELL.SE | $3144.00 | 0.53739 | HOLD - Moderate Sigma with mixed signals
IQSA.DE | $75600.00 | 0.19310 | STRONG SELL - Very low Sigma indicates poor trading conditions
TEL2B.SE_9 | $12775.00 | 0.63114 | BUY - Good Sigma with positive technical indicators
MRNA.US_9 | $3097.00 | 0.54709 | HOLD - Moderate Sigma with mixed signals
ENT.UK_9 | $7500.00 | 0.60427 | BUY - Good Sigma with positive technical indicators
PDL.UK_9 | $2710.00 | 0.47707 | HOLD - Moderate Sigma with mixed signals
EXR.US_4 | $15194.00 | 0.43463 | HOLD - Moderate Sigma with mixed signals
UDR.US_9 | $4504.00 | 0.62657 | BUY - Good Sigma with positive technical indicators
IPDM.UK | $262600.00 | 0.23410 | SELL - Low Sigma suggests limited profit potential
USDSEK | $107285.00 | 0.42705 | HOLD - Moderate Sigma with mixed signals
ZARJPY | $8079.00 | 0.38189 | SELL - Low Sigma suggests limited profit potential
RED.ES_4 | $17250.00 | 0.57373 | HOLD - Moderate Sigma with mixed signals
IMB.UK_4 | $27880.00 | 0.54134 | HOLD - Moderate Sigma with mixed signals
